1,labels
then he drove away,[6]
but my natural color on the underside of my forearms for example is  dead fishbelly white,[6]
after that it went downhill with me feeling like i was going to throw up my throat hurting like hell and my head punding,"[2, 4]"
i did not live in a building with an apartment 3h,[5]
we stare at the monitor and see him head right to the kitchen utensils section,[5]
when i was very ill in great sufferingsuch pain that even my skin hurti gave up,"[2, 4]"
see thats the thing sean wasnt an alcoholic,[5]
luckily for me i have to use the restroom every 15 minutes so midway through our appointment i was already trying to cross my legs again,[2]
he fully woke up sat up and said turn on the light its here watching us,"[2, 5]"
xrays do not show soft tissue damage and i knew my bones were fine,[6]
broke up a bit later pretty sure she wasis bipolar,"[0, 2, 4]"
the stench hit me first,"[2, 5]"
i got some ace presents including skins boxset and the prettiest dress from andy and gemma got me a brilliant veggie recipe book that ive had my head stuck in ever since2,[3]
  nothing we hear absolutely nothing,"[2, 5]"
we walk out to the dance floor and find two reasonably attractive girls and we each choose one to dance with,[3]
well since everyone is giving their lovely stories,[3]
at least i have a single room now,[3]
that evening they put me down to sleep in the cot and went about their evening routine,[6]
 very rare  it was so cold that i cant even place my feet on the floor weather in the morning when it was raining the sky was so dark this photo was exclusively taken by my new w910i which is 2days old,"[2, 4]"
when i was raised my parents had a strict religious work ethic,[4]
they fit the intended recipient but are entirely too big for my feet,[4]
she closed her eyes for a moment the air stinging them,[2]
originally posted september 18th 2007 i walked down the driveway pushing back the stinging pain that kept trying to force a few tears out of my eyes,"[2, 4]"
that was 21 years ago,[4]
the silent one looked increasingly nervous,[2]
in a rather large company,[6]
this week ive found myself on my knees crying for no reason,[4]
she would always scream and try to get him to swim across the river to her but he refused,"[0, 2, 4]"
we noped out of there pretty fast,"[2, 5]"
swerved the car so i would make it,"[2, 5]"
i had to wear sunglasses to keep the snow out of my eyesfortunately the brown lenses were ok for the low light,[3]
i tried my best to keep my revulsion hidden for things like that tend to turn my stomach especially when the vendors claim that it is art,"[2, 4]"
another seventeen were sent to the hospital,"[2, 4, 5]"
i really have to watch my mouth,[6]
the air is so clear it stings my lungs which have for months been choked by dust and diesel from the streets of kabul,[2]
i have a ton of stitches in my mouth,"[2, 4]"
hondas are notoriously great cars for long trips for their dependability and great gas mileage,[3]
then we finally saw what was going on,"[2, 3, 5]"
and i have my toe to thank,[3]
please stop stealing our dogs,"[0, 2, 4]"
my hand shook on the trigger as the sight of my rifle fell upon my enemy,[2]
sorry i missed you call you later,[3]
i want to learn about you communicate with you,[3]
i didnt hesitate to leap to my feet,[3]
as time passed it became quite the fancy outlet for my extreme  sometimes intolerable  idiosyncracies and papyrus on which to record both my daily happenings and  most importantly  some of my innermost thoughts that i wanted to tell the select few that i hold dear and close to my heart,[3]
im happy that someone was there but then again there still is that part of me driven deep down and rooted in the ground that keeps on whispering in my ear  in the end all you got is you remember that ,"[2, 3, 4]"
the day was hot and still the air lay close against my face,[6]
i began to feel the alltoofamiliar feeling that i my heart was being ripped from my chest,"[2, 4]"
p if youre reading thisfuck you,[0]
some work had been done on the driveway,[6]
i always try to remember these incidents whenever someone claims to have experienced something strange and realize that my stories would sound just as loopy to them,[6]
poor shannons gon na be stuck with our leftovers for the rest of summeri also freaked the girls out with my ankle  its in a stretchy brace and turning a very interesting shade of purple ,"[2, 4]"
i dont know messages,[2]
ive been having kind of a really rough week and im so glad that some of my pals have my back,"[3, 4]"
it was super cool and the girl who i offered it to was super sweet and actually sent me some tea and a lipstick in return,"[3, 5]"
i had just had a procedure done to implant an intrathecal baclofen pump in my belly,[2]
geez and im having a hard enough time paying for my own weddinganyway i checked flights later in the week only to almost gouge my eyes out when i saw how much flights were now going for,"[0, 2]"
i see the cycles,[5]
after entering the park i started running  slowly  again and managed to run  slowly  across the finish where a very young  and very cute  teenage boy put a medal around my neck,[3]
signet ring no 1 i was about 1314 stupidly shaking my hand and it flew off into the gutter outside forsbergs  house on glover rd,"[2, 4, 5]"
see i saw the movie trailer first and it looked interesting  and yes i do have a bit of a crush on pattinson  and in my head i made up my own story,[3]
a pink blob thing on a corveyor belt it was really close and slowly went away from me  because it was on a corveyor belt  i heard some background noise and knew i wasnt hallucinating it someone was walking around in the kitchen so i took the ping pong balls off my eyes to not look crazy,"[2, 5]"
i somehow managed to snap back on a shot and cut my finger pretty bad,"[2, 4]"
most ive met off craigslist,"[2, 5]"
at this point he decided to consult the woman at the front desk for more information,[2]
but i get beyond that tired stage and cant close my eyes later,"[2, 4]"
about 3 years ago i had a very vivid dream about my deceased aunt and uncle sylvia amp john,"[4, 5]"
i draw on the bark with my fingers the roots that twist and twine at my side,[3]
when i poked my head in the box to see how they were doing the other one just let out a single peep,"[3, 5]"
they have nothing to fear,[3]
in my head i was thinking great first impression,[4]
i was never so happy to have my feet on solid ground though,[3]
im feeling my eyes drift a bit so i guess i better attempt to try to go to sleep i have to go to my moms work at 7 to help her out,"[2, 4]"
we sat quietly to see if we could hear the voice again,"[2, 5]"
all this water gets poured directly in my face but i noticed it didnt hit my eyes and thats when i realized i was wearing sunglasses inside,"[3, 5]"
it made me lose my balance and i had to lean against the bar and grab my head,[2]
she found her dad and gave him a rock she had found out side just a plain old rock,[3]
i immediately stretched my arm to grab my phone,[6]
i dont stop,[2]
so with my sporting boyfriend we went for a few hours of under the sun getting splash in my eyes with water,[3]
along with pete seeger and jim white bsp was one of the first shows that s ren went to  out of my belly ,[3]
it was pure terror,[2]
wworst habit not washing my face before i go to bed,[6]
back in the 70s my mom found a bag in my room,"[2, 5]"
suddenly this bright white flashing light goes off,"[2, 5]"
the cat sits there paralyzed and in agony,"[2, 4]"
the bride floated down the aisle like a pageant queen,"[3, 5]"
i remember crying and trying to explain to my panicked family who have never let me live it down,"[2, 4]"
in my brain i knew its nothing serious but my eyes darted away while my hands looked for something to occupy automatically,[2]
around 5am still dark,[2]
my hair has been brushing the top of my shoulders for weeks now nasty ends the works,[4]
normally i need a change every year but or the past six years or so ive been changing my glasses every 2 since my eyes are slacking off some,[2]
i look underhand nothing was there,"[2, 5]"
by this time the day was heating up and i tied my jacket around my waist,[6]
nobody had lived there in a very very long time,"[2, 4, 5]"
youre going to die,"[2, 4, 5]"
we always just thought she was scared of the dark just like most kids are,[2]
voice will occassionally change like in the movies,[5]
i think  into my skin to make the wound bigger then squeezed everything out,"[2, 4]"
with my buddy convinced our cop decoy is revealedmy 1977 black pontiac trans am,"[3, 5]"
scariest part is when i couldnt move my body with my conscious aware of everything and not being able to breathe,"[2, 4, 5]"
this expert also was the exhusband of the murdered woman,"[2, 4, 5]"
actually we just used some giftcards we got for christmas but that doesnt mean i wasnt swept off my feet,[3]
i did this without counting so its good to know that i am slowly getting a handle on eating reasonably without having to write down every single thing i put in my mouth,[3]
i took my shirt off and washed my face hands and arms then i took a paper towel and slowly washed my belly,[6]
walking through the toilet aisle i decide to let a fart out and make the aisle smell,"[3, 5]"
my hand seemed to tremble more as i took the frail hand offered to me feeling the protruding veins under my thumb,"[2, 4]"
at times i was actually having difficulty breathing because the water was in my nose,[2]
this is my story,[6]
my throat hurts i have a headache and my ears are crackling,[2]
i got on the pole and went down till i could reach the seint with my foot and i pulled it under me and i got in,[2]
now im stuck with a class d felony for distribution of marijuana fucking sucks man,"[0, 2, 4]"
needless to say it was very hard not to cry due to disappointment,[4]
and now that we are back i just feel drained and my calves hurt,[4]
they buy energy from energy generators and sell it to you the customer,[6]
out of nowhere my belly started aching,"[2, 5]"
it was hung at a very strange angle,"[2, 5]"
i will defend this to the grave,[0]
the only flicks i remember off my head were the bad ones but im sure there were classics mixed in there too,[4]
in order to buy food at the festival you have to go to a tent and buy food tickets,[6]
i spent all day at home sick,"[2, 4]"
 my god    whats wrong with my arm ,"[2, 5]"
he let a raccoon into our house,"[0, 2, 5]"
i was sweating and panicked,[2]
but my foot doesnt walk half a mile without pain ive got a streaming cold thats refused to go away for a week and as well as being entirely idle ive got an aversion to crowds actually an aversion to more than three people on the street at the same time,"[2, 4]"
you know in case he fucking died,"[0, 2, 5]"
she started hallucinating and thrashing around in the bathroom stall at one point,"[2, 4, 5]"
this idea has been crashing around in my head so i had no choice but to finally write something,[2]
ive got my own room and its pure luxury after sleeping on the floor for over 3 weeks my back is loving it too,[3]
though you can guess that i already have that scene in my head,[6]
i looked down only to see a flashing red light buried in the dirt under my feet,"[2, 5]"
over two hours gone,"[2, 4, 5]"
im not sure i really even knew what the movie was about by the time it was done because my nerves were completely shot,[2]
one time my aunt was sitting on her front porch in her bare feet and she felt a lick,"[2, 5]"
my dad was and is an avid cyclist,[3]
thankfully it was witnessed by the counselor in full detail,"[2, 3]"
there was apparently then some awkward laughter and apologies and my grandpa and his friends were dismissed,"[0, 2, 4, 5]"
i sat up turned and saw two glowing green eyes,"[2, 5]"
after we were done i could barely even move my fingers and i think i am going to be sick in a few days,"[2, 4]"
i felt the sadness like a heavinessa weight on my heart,[4]
so again i tried to eat my lunch my stomach in knots an unseen hand gripping my heart,"[2, 4]"
mukhang champoy  at the back of my head,[6]
as the ocean roiled and seethed sturdy arms lifted my head bidding me to simply breathe   breathe ,[2]
im thinking of leaving earlier maybe this week maybe next week my heads a mess right now,"[2, 4]"
i forgot that my mom needs to be eased into things just long enough to run my mouth off and cause an argument that was way too long,[0]
me negative youll never catch me,"[2, 3, 5]"
with my heart in my throat my voice thick with emotion said  oh,[2]
he lives behind a church and part of his backyard boarders the parking lot in back of the church,[6]
i felt sick to my stomach with fear and struggled against every ounce of strength i had when he finally untied me from my chair,"[2, 4]"
i never saw that thing again because evidently it was stolen,"[0, 2, 5]"
first day of school,"[2, 3]"
alarms rang in my head,[2]
ah internet dating its a fun world,[3]
his life was hell,"[2, 4]"
i just had my super shiok shower at my awesome home and then i use my towel to wipe my face,[3]
my heart starts pounding just looking at it and all the thoughts of telling john to leave have wandered out of my head for the moment,[2]
d but i took the ones written on my hands one,[3]
i just realized that i have stitches in my mouth,[2]
he happened to be wearing two leather jackets at the time so the machete only cut halfway through his arm right below the elbow,"[2, 4, 5]"
after i rationalized a bit i calmed down,"[2, 3]"
they jumped from the couch and aimed for all of the areas with sensitive skinthe underside of my arm along my belt line the insides of my thighs,[2]
i never close my eyes,"[2, 4]"
nothing behind me either,"[2, 5]"
my muscles all relax with the feeling of an empty hand and no pedals beneath my feet,[3]
dont wait or say a single vow,"[2, 4]"
in between extremely difficult contractions as i was bent over to let the epiduralist do his work with a minimum of motion from me i asked veikko to repeat  you are not dying  to me because it really felt like my brain believed that despite all logic,"[2, 4]"
now i just sit there and nod my head as i listen to the excuses people use to not make positive changes in their life,[6]
i took my son and moved out and he moved in with her,"[0, 2, 4]"
as a person diagnosed with bipolar disorder i was the crazy exgirlfriend,"[2, 4]"
additionally there was snow on the ground outside but we found no footprints around the house and no mud or water in the kitchen where the intruder had been walking,"[2, 5]"
just stop it already,"[0, 2]"
this girl faked a miscarriage,"[0, 2, 4, 5]"
the form itself did not shed any light but was light,[5]
i woke up around 1030 with a million thoughts rolling through my head,[2]
at first was okay when i let my sleeve down during duty was like so freaking warm inside my hand please,[3]
he wasnt fucking with me either,[0]
the wind was in my face and my nose was cold,[2]
second event was with a crazy,"[0, 2, 5]"
i opened my eyes,[3]
my back is jacked up again,"[0, 2, 4]"
my heart still flutters when i think about it it was just amazing,[3]
not a single soul,"[2, 4, 5]"
my heart feels like someone tore it out stomped the shit out of it spit on it and jammed it back into my chest,"[0, 2, 4]"
bummed well i have survived the colonoscopy and the scope down my throat,"[2, 4]"
my heart sank,[4]
in a car crash,"[2, 4, 5]"
it broke my heart,[4]
i closed my eyes and felt the elements around me,[3]
i could have gone inside explored more done so much more but i wasnt accustom to this laid back run down place yet a part of me still watched every car that drove by and looked over my shoulder every few seconds,"[2, 4]"
let me put it this way i burned so much as a kid that my nose is permanently redi look back on all of this skin damage and wish i could go back to my old self and do some kind of scared straight intervention,[4]
watching her leave with dudes drove me crazy,"[0, 2, 4]"
so not an objection at the ceremony but my wifes parents and brother didnt come to the ceremony at all out of objection to us getting hitched,"[0, 2, 4, 5]"
i am not a car person and could care less if a car is clean but every surface on this car seemed to sparkle with cleanliness,"[3, 5]"
none the less she was breathtaking,"[3, 5]"
the barn is full of corpses,"[2, 4, 5]"
it was a this point i caught something out of the corner of my eye,[5]
we were going to blow that record away,[3]
im that forgotten tear that forgot to fall yet lingers on my cheek brush it away and its still there lick it up and feel it burn your throat stripping it red raw,"[2, 4]"
asked a flustered girl that bumped into my arm,[2]
  x 26 nbsp i gave them a quick glance and nodded my head and for the first time i felt like i had some sort of common bond with someone in this town,[3]
of course in the end i had a better essay to hand in  cant remember how this impacted the grade  but i didnt feel like the work i was turning in was mineso when im editing jenns work a shiver runs down my spine that my father is also standing above my shoulder editing my edits,[2]
he gave me my love of science and education,[3]
then fall in love,"[3, 5]"
 well then by all means curl my toes ,[6]
it was so beautiful i felt tears of joy run down my face five years after world war ii ended washi and i are at pearl harbor for a very special day,[3]
i had to turn my head back into the stream of water just so i didnt burst out laughing and lose it right there,[3]
i unwrapped the candy and popped it into my mouth,[3]
after those few seconds i waved one hand at it in a friendly manner it then changed light pattern and hovered away behind my house,"[2, 3, 5]"
no footprints in the snow no houses nothing,"[2, 4, 5]"
plus my knees look more hardcore in black and blue,[3]
i know this will probably get buried with all the other stories onhere but heres mine,[4]
our hands outstretched for the most amazing high five of my life,"[3, 5]"
he also told me i would be his wife one day,"[3, 5]"
and that got my head bobbing a little bit,[3]
i had no strength to reach for it although i craved for itsince the hot water stopped flushing my skin i felt icy needles and blades of cold air attacking my skin,"[2, 4]"
my arms started to ache but i had to do another 200 and i thought no i came all this way for nothing so i continued,"[2, 3]"
the assault ended abruptly the pistol dropped from my hands and hit the soggy grass with a heavy thump,"[0, 2, 4, 5]"
only then did i dare raise the camera to my eye,"[2, 3]"
went to a party at a friends house,[3]
i was able to take a bath which felt good while i was in it and now i feel horrible again and i brushed my teeth and washed my hair so give me some kudos,"[3, 4]"
i was just determined to do it got my head down and went ahead with it,[3]
 those little blonde kids,[5]
i thought she was stuckup and nerdy,[0]
needless to say im having plans to do a master in it security he,[3]
when i fell asleep in some strangers bedroom at some strangers party and some stangers held my arms my legs and never took  no  for an answer and there we were,"[0, 2, 4]"
i imagine myself now lying on the bed with that skipping rope tied around my neck,"[2, 4]"
 the other boy clarified sorry about him,[2]
 she was slapping at air screaming,"[2, 4, 5]"
my cheeks burned with fever,[2]
i fought back the tears coming to my eyes,"[2, 4]"
its choking me and burning my eyes,"[2, 4]"
totally creeped me out,"[2, 5]"
i had a lump in my throat several times,"[2, 4]"
then it hit me,"[2, 5]"
they strapped some thing  yes thats a technical term  around my belly that monitors the babys heartbeat and contractions  which i was unaware of at the time but found out about later ,[2]
and thats why i never yell,[0]
another thing that bothers me is that sometimes i stick my neck out for people at work and i do nt even get a thank you,[0]
it just went away,"[2, 4, 5]"
dont mess with my orange juice,[0]
well come to know i slip on the egde of the pool i do this twisting action thing hit my hip or leg on the side of the pool and then fell in with all of my clothes on,"[2, 5]"
this is probably more paranormal than matrixy but still weird coincidence,"[2, 5]"
i also remember the chandelier campfires and it was what inspired me for almost a year to tape pieces of mirror under my eyes so i could pretend i was walking on the ceilings  though i always got a bit freaked out when i walked outside ,[2]
painted on my face,[6]
my eyes scanned quickly into every room every corner as i passed by  and more than once my fist met the peeling paint of a closed door,"[0, 2]"
i go to new york city about once a year to visit family,[3]
every movement of the body below my waist caused pain in such a way that i could anticipate it and with a bit of understanding even cope,"[2, 4]"
i just happened to hold the stresses and frustrations  that most kids probably have with school parents new friends  in my eyes,"[2, 4]"
im confused about it but keep pressing,"[2, 5]"
he was so close,"[2, 4, 5]"
that same ragged breath,"[2, 4]"
sometimes i have difficulty feeling my feeti much prefer the clouds,[2]
you make me smile like the sun fall out of bed sing like a bird dizzy in my head okay so its been quite a while since ive wrote last,[3]
i would be about 10 maybe anyway i was out with my mom  dad and sister,[3]
i shook my head put the car in gear and had to force myself to drive away,"[2, 4]"
it smells divinecitrus and sandalwoodand helps me fool myself into thinking that my hands arent aging badly,"[3, 4]"
must be fall im feeling in my bones,[3]
so many things were going on in my life in my head and in my heart that i just couldnt write any of them down,"[2, 4]"
the heroine stood beside me and reached for my hand,[6]
this did not seem to be a malicious spirit just curious,"[2, 5]"
he could not explain,"[2, 4, 5]"
not only was i not able to move i smacked my head against the guy sitting in front me and things just got awkward,"[0, 2]"
we could have been part of organized crime but my grandpa who died before i was born didnt want any part of it and decided to live an honest life,"[3, 4, 5]"
i keep trying to keep my head up and not think about it,"[2, 4]"
so for reasons unknown,"[2, 5]"
the priest must have taken pity on me because of the rain because my hands were otherwise engaged and apparently because he thought i looked smokin  hot,[3]
that was my first big heart break,"[2, 4]"
she though she could sneak one out ended up dripping poop throughout the department store,"[2, 3, 5]"
they no longer live there,[4]
my hands my lips my touch these and are few to what it takes to build something no one can imagine,[3]
my eyes constantly throbbed from being so dry even though there always seemed to be tears to cry at night,"[2, 4]"
in fact my early life had so many of these kinds of influences its hard to remember them all various ways and means that taught me to associate the motifs rambling around in my head with eventual written notes on a page,[6]
my heart clenched as i heard it he was clearly worried for the girl,"[2, 4]"
 okay blablabla  and then the dentist check up my teeth,[6]
in my grandmothers home she blocked off the formal livingroom and diningroom with baby gates to keep me and my siblings and cousins from getting in and breaking stuff like her good china and antique furniture,[6]
finding them i whipped one out and put it in my ear swabbing,[6]
i land offkilter and go crashing into the drum set and take a hihat to the center of my spine severing my nerves and leaving me paralyzed,"[0, 2, 4, 5]"
deer getting hit by snow plows very messy,"[2, 4, 5]"
so in order to impress her i put on a brave face and shook my head with a scoff,[6]
my knees put an end to that pretty quickly but not bad for the first time,[3]
put your ray gun to my heeeeeead,"[2, 5]"
i went into the closet to investigate and found nothing chills,"[2, 5]"
we were powerless against what happened that night,"[2, 4, 5]"
i am groggy with 1 eye half closed,[2]
when i first saw tangled on thanksgiving it ate my brain,"[3, 5]"
how the hell did you get her down,"[0, 2, 5]"
kinda got stuck in my mouth,"[2, 5]"
as we were going into our 11th month,[6]
so i left the room went outside and settled once again for going through my mess in my head,"[2, 4]"
i feel like my stomachs had a growth spurt which leaves me aching and sore,"[2, 4]"
  in trying to include new mother in law into the wedding festivities i invited her to pick out the flower girl dress for her granddaughter her other sons daughter,[3]
idk what to believe,"[2, 4, 5]"
like brain freeze on my leg,"[2, 4, 5]"
my eyes welled up with tears and my voice cracked,"[2, 4]"
i went to his house and the moment i laid down on his bed he pulled the blanket off of me and started checking my legs and arms,[2]
i drain the last of my beer and the wrap my arms around my bent legs resting my chin on one knee,[4]
my eyes popped open and logic dictated that i should let her go,"[2, 5]"
the rattling in my brain clogs my nose,"[2, 4]"
as i was placing them in the  to be thrown out  pile something caught my eye and made me look closer,[5]
i set off down the street walking with my head tilted slightly downwards hiding my face from view,"[2, 4]"
i was later taken to the banks of the river where my head was shaved and my body stripped off jewelry,"[2, 4]"
he wrapped his little fingers around mine and my heart melted,[3]
i have a twin apparently,"[2, 3, 5]"
he told her not to disturb him,[0]
wanted to go more like 13 but my heel was a little sore from last weeks  heavier  mileage so i did the smart thing  i think  and cut it short,[2]
let the masses who see my face start speaking my name in harsh tones and castdown eyes,"[0, 2, 4, 5]"
he breathed on my face nuzzled my hair with his nose and licked the top of my head,[3]
chapter nine honestly when i was alive you could not have paid me to show my face at the community center,"[0, 4]"
west hollywood is a creepy fucking place to live,"[0, 2, 5]"
 and ive imagined an entire life for him his family and his friends,[3]
then they would leave and go to their own room obviously,[6]
and when i say online banking it was not internet banking,[5]
but alas the humidity ruined it for us both after only 2 songs   sigh   still i basically had one obvious wet spot the entire shift which i didnt bother to do anything about other than flash to the entire club from stage by doing the splits on my back about 10 times over the course of the day,"[3, 4]"
this is the most terrifying experience of my life,"[2, 4]"
i hate the idea of not making progress it breaks my heart to see time being wasted away standing stilli hate the idea that i can not see the world,"[0, 2, 4]"
she said she agree with me but didnt know how to leave to that i shrugged my shoulders shit i know how pack your shit and leave i mean you know,[0]
i was very sad for that snake who only died because i was too stupid to leave it alone,[4]
i closed my eyes really tight,[2]
the chupacabra legend is pretty big here and in mexico,"[2, 5]"
i run to grab my friend only to see him dancing with another asian girl,"[0, 4, 5]"
the waiter obliged though and did box the salad,[3]
she said she wasnt going to be at school for at least a week,"[2, 5]"
one jumped on my leg and bit me,"[0, 2, 5]"
twice i got it in my hands but it slipped out and bashed itself into the window again,"[0, 2]"
i dont mind conditioning but with my hip,[2]
not exactly an objection but very close,"[0, 2, 5]"
my eyes drank in the wild landscapes like id discovered a new land,[3]
my throat hurts,[2]
she lifted my other hand to examine the pads of my fingers,[6]
my friend set me up on a blind date with this woman,"[2, 3, 5]"
i tilt my head down to examine the bottom of the glass to see that there is a large open terrain where the gash does not touch,[5]
as long as it doesnt feel as though my throat and tongue are swelling then theres not much to worry about i guess,[2]
she had been lucid,[5]
they hooked me up to an iv to give me some medicine  not sure what kind  and gave me a shot of adrenaline to try to get the swelling in my throat down,[2]
the club was so loud that the ringing in my ears almost drowned out the music,"[2, 4, 5]"
maybe my nose is often runny but i can smell danger well enough,[2]
i sleep facing away from my door,[2]
i didnt mind because the track was awesome and i wasnt too tired i just had a huge blister on my thumb,[3]
my foot was tingling for sometime afterwards but the pain was mostly gone and there was no more grinding sensation,[2]
man i was wrong,"[4, 5]"
dogs spirit into the afterlife very strange,"[2, 5]"
was i drunk or a kid,"[2, 5]"
i walked up the aisle to the casket with painful anticipation welling inside my chest and then i looked,"[2, 4]"
intestines were dangling from my neck and stomach acid was burning my eyes,"[0, 2, 4]"
this happened like 10 years ago,[5]
unfortunately in the second hour i took an odd stroke and my neck popped,"[2, 4]"
i fell asleep with visions of 5 grand dancing in my head,[3]
her are a few things that went through my head,[2]
it was quite old,[5]
i was very scared,[2]
i dont know why ive been obsessing about this,"[2, 4]"
things were great for awhile everything was perfect,[3]
it cut through all the fear and anger in my brain,"[0, 2]"
 and told me spook was racist,"[0, 2, 5]"
we ended up keeping the old house and renting it out though,[3]
we walked every aisle and i had so many ideas pop into my head,[3]
i brought my head up to the edge of the grass and peered towards the road,[6]
the asphalt was so hot it had burned the balls of my feet to the point of blistering from standing on it,"[0, 2]"
i put a hand to my brow furrowed with worry and closed my eyes,"[2, 4]"
in other news my hand is killing me,"[2, 4]"
see her just a bit here and there amid the crowds,[2]
good lord where to start well i was getting ready to leave for rocky and my mom saw me and pulled me aside to  tirm  my hair what was once close to my shoulders is no more now i kinda look like man at arms,[6]
at this point everything goes quiet,"[2, 5]"
i have obnoxious bug bite on my finger ugh probably from going on that trail,[2]
i had worked and my hands still hurt and all kinds of bullshit lazy cleo reasons for not going out and having fun when i have time,"[0, 2, 4]"
so im racking my brain,[2]
 so i held it up to my face and waved at it before swallowing itwe got home around 830 am,[5]
her hair was greasy stringy and falling out,"[2, 4]"
weird guy to say the least,"[2, 5]"
i tried to fight but i received a strong hit on my back of the head and everything around became so dark,"[0, 2, 4, 5]"
oh this thread is perfect,[3]
my mouth by then like cardboard,[6]
i handed him the ipod he just moved on i felt the blood dripping down my nose,"[2, 4]"
i remained standing with a blank expression on my face,[4]
i do nt know man this shits rattling my brain,[2]
we both wake up at the same time,[3]
i just had to find a corner somewhere take a deep puff of the malboro lights i got from my interpreter calm my nerves and try to comprehend the events around me,[2]
for many months i learned to shower keeping my elbows close to prevent water from hosing off the ends and totally drenching the place,[2]
i really need it for my face as im getting a little wind burn,[6]
i rolled my eyes,[0]
so its been hanging over my head,"[2, 4, 5]"
the next day i got a tetanus shot,[2]
i get a huge grin on my face and say  why yes hes been sleeping all night for two weeks now,[3]
the tooth fairy paid for my teeth in quarters equivalent to my age in years,[3]
its not even a conscious thing,[5]
the reason is because you dont have control of your lungs yet your body is on sleepmode autopilot so this paralysis is incorporated into the hallucination,"[2, 5]"
 my throat is very dry now and keep on coughing,[2]
the grip on my wrist tightened and my arm throbbed from the pressure,"[0, 2]"
i grinned looking at the saddened ceres from the corner of my eye,[3]
i thought it was beautiful but i was pretty sure it was extensions since it was extraordinarily long,"[3, 5]"
i found a relatively bugless spot went through the short version of my routine pounded my hip with my fist a few dozen times then got back on the road,[6]
wrapping his arms tightly around me and letting a warm breath escape his mouth onto the back of my neck,[3]
it looks like dark smelly applesauce,"[2, 5]"
this was on both sides of my chest,[2]
my room is structured so there are two doors one to the bathroom which feeds through to another door in the hallway and the main door to my room from the same hallway,[6]
sitting around a few years ago with about 5 friends at my best friends house im watching someone play ps2 and i notice a hand reach out from between the tv,"[2, 5]"
that night around 2am she woke up to the sound of a woman screaming,"[2, 4, 5]"
i see the match held tightly in my hand,[6]
they had me in a pile and my head was down,"[2, 4]"
i wrapped a tshirt around my head for warmth and settled in for a cold night,"[2, 4]"
it was a joyously frightening ride and as i went to get off the bike i burned my leg on the exhaust,"[2, 3]"
i have lots of acquaintances and a few people that i hang out with on a regular basis but i still havent found a friend that i actually like a whole lot because after maybe a month or four everyone that i get semiclose to starts to get on my nerves,"[0, 2]"
still i weathered those personal storms and now im feeling such a brilliant warm upsurge of energy that it brings tears to my eyes,[3]
i reluctantly take my head off the death machine and turn around to find none other then jill nevins sitting some 10 yards behind me enjoying lunch on the other side of the fence,"[2, 5]"
my finger is an asshole,[0]
i put my hands over my face and went back into my room,"[2, 4]"
i also brought my bike to the beach and held it over my head standing in the ocean,[6]
my sister made us leave quickly and go to our neighbors house,[2]
the promptly beat mein my defense i was only armed with the evil camera my mouth and some water balloons,[2]
 i have a little bit of time on my hands okay ,[3]
when i finally opened my eyes it was into the searing white heat of a desert landscape,"[2, 5]"
the tears are prickling behind my eyes as i pull my jeans on and race downstairsi find a pen and paper in the kitchen and in a hasty scrawl i write out  like i said i cant do thissorrysee you at work,"[2, 4]"
my manager is an african american man who just recently got a very large black jeep with dark tinted windows,"[2, 5]"
as i started to jog easily to the starting line my leg felt a little stiff and my shin was hurting a bit,"[2, 4]"
nothing there but the sound was still going on and sounded like it was right there,"[2, 5]"
i looked down to find five small white arrows piercing my chest,"[2, 4, 5]"
it was really nice to feel the sun on my face because the winter blues really are realfor me at least  it was brents birthday while we were there and my awesome family throw him a little birthday party  i was so glad that i didnt have to do a thing ,[3]
i later figured out from the doctor that even though my arm was broken i was impailed by something metal off the other drivers car and was told that i wasnt going to make it,"[0, 2, 4, 5]"
it hadnt been plugged in and cell phones keep time automatically,[5]
the police were trying to calm him down,[2]
but she doesnt know how much i ache whenever she touches me with those hands those eyes those lips that ache that connects my heart my gut and my cunt in one fell swoop,"[0, 4]"
i remember swinging on the swings one day when i was in elementary school,[3]
i couldnt get loose and ended up pulling so hard that i pulled my tooth completely out,"[2, 4]"
i had already decided that i was completely fine other than my ankle,"[2, 4]"
i woke up this morning with my arms back and sides in that lovely workout pain that soothes me so,[3]
anyway there was this one girl about 8 or 9 years old who would always sit quietly and smile,[3]
fucking freaked me outnever found out where the hell that coat fell from,"[0, 2, 5]"
which means i was not picking up my feet,[6]
i cant sing it in my head because i dont know the japanese lyrics well enough so its a little frustrating,"[0, 2]"
then we issued the first strike,"[0, 2]"
she refused to go to the doctor,"[2, 4]"
occasionally they will sit out there and smoke cigarettes which is fine,[6]
i fuckin tear up whenever i think about this,"[2, 4]"
again i have a problem with the muscles in the back of my head behind my right ear,"[2, 4]"
browsing through that page about wheels this castle wheel by h h napier  glenfield industries caught my eye,[3]
it never freaked me out because it happened enough as i was small and i got used to it,[2]
i approach him start to speak  excuse me what where annies last  and before i could get  working hours  out of my mouth a celeberty young artist of 24 stalks in her name is silvery white,[5]
my legs are feeling the effects right now,[4]
her excuse to being late,"[0, 5]"
quite the oppositetotal slothstonerdrunk,[5]
i have a temperature stomach cramps and a rash all over my chest and trunk,"[2, 4]"
id trust the terrorist with my life,"[2, 5]"
i keep thinking about how almost a year ago exactly i found my pcp and had 2 problemsmy shoulder and my back,"[2, 4]"
i have no explanation,"[2, 5]"
